origin,origin_latitude,origin_longitude,destination,destination_latitude,destination_longitude
GDL,20.5218,-103.311,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
GDL,20.5218,-103.311,MEX,19.4363,-99.0721
GDL,20.5218,-103.311,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,GDL,20.5218,-103.311
MEX,19.4363,-99.0721,CJS,31.6361,-106.429
MEX,19.4363,-99.0721,CJS,31.6361,-106.429
CJS,31.6361,-106.429,MEX,19.4363,-99.0721
CJS,31.6361,-106.429,MEX,19.4363,-99.0721
MTY,25.7785,-100.107,GDL,20.5218,-103.311
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
CUN,21.0365,-86.8771,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
MEX,19.4363,-99.0721,CUN,21.0365,-86.8771
TIJ,32.5411,-116.97,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,TIJ,32.5411,-116.97
TIJ,32.5411,-116.97,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,TIJ,32.5411,-116.97
MEX,19.4363,-99.0721,HMO,29.0959,-111.048
HMO,29.0959,-111.048,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CME,18.6537,-91.799
MEX,19.4363,-99.0721,CME,18.6537,-91.799
CME,18.6537,-91.799,MEX,19.4363,-99.0721
CME,18.6537,-91.799,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,MID,20.937,-89.6577
MEX,19.4363,-99.0721,MID,20.937,-89.6577
MID,20.937,-89.6577,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,MID,20.937,-89.6577
MID,20.937,-89.6577,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
MEX,19.4363,-99.0721,CTM,18.5047,-88.3268
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
CTM,18.5047,-88.3268,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
MEX,19.4363,-99.0721,VER,19.1459,-96.1873
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
VER,19.1459,-96.1873,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,OAX,16.9999,-96.7266
OAX,16.9999,-96.7266,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,HUX,15.7753,-96.2626
MEX,19.4363,-99.0721,HUX,15.7753,-96.2626
HUX,15.7753,-96.2626,MEX,19.4363,-99.0721
HUX,15.7753,-96.2626,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,ZIH,17.6016,-101.461
MEX,19.4363,-99.0721,ZIH,17.6016,-101.461
MEX,19.4363,-99.0721,ZIH,17.6016,-101.461
MEX,19.4363,-99.0721,ZIH,17.6016,-101.461
MEX,19.4363,-99.0721,ZIH,17.6016,-101.461
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,PVR,20.6801,-105.254
MEX,19.4363,-99.0721,PVR,20.6801,-105.254
PVR,20.6801,-105.254,MEX,19.4363,-99.0721
MEX,19.4363,-99.0721,PVR,20.6801,-105.254
MEX,19.4363,-99.0721,PVR,20.6801,-105.254
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
MEX,19.4363,-99.0721,LIM,-12.0219,-77.1143
